,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
124,A10184,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17362800.0,0,0,0,0,0,0,0,0,1,0,0,200 days 23:00:00,117886.41664993067,518700162.9242821
463,A10712,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,18406800.0,0,0,0,0,0,0,0,0,1,0,0,213 days 01:00:00,117886.41664993067,518700162.9242821
754,A11154,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,18320400.0,0,0,0,0,0,0,0,0,1,0,0,212 days 01:00:00,117886.41664993067,518700162.9242821
1021,A11559,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17197200.0,0,0,0,0,0,0,0,0,1,0,0,199 days 01:00:00,117886.41664993067,518700162.9242821
1058,A11614,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,23850000.0,0,0,0,0,0,0,0,0,1,0,0,276 days 01:00:00,117886.41664993067,518700162.9242821
1955,A13105,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17280000.0,0,0,0,0,0,0,0,0,1,0,0,200 days 00:00:00,117886.41664993067,518700162.9242821
2105,A13400,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,18406800.0,0,0,0,0,0,0,0,0,1,0,0,213 days 01:00:00,117886.41664993067,518700162.9242821
3713,A16116,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17280000.0,0,0,0,0,0,0,0,0,1,0,0,200 days 00:00:00,117886.41664993067,518700162.9242821
4217,A16980,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,157,0.0,0,36.0,45450000.0,0,1,0,0,0,0,0,0,1,1,0,526 days 01:00:00,117886.41664993067,518700162.9242821
4678,A17739,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,22809600.0,0,0,0,0,0,0,0,0,1,0,0,264 days 00:00:00,117886.41664993067,518700162.9242821
4901,A18143,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,23241600.0,0,0,0,0,0,0,0,0,1,0,0,269 days 00:00:00,117886.41664993067,518700162.9242821
4920,A18176,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,16678800.0,0,0,0,0,0,0,0,0,1,0,0,193 days 01:00:00,117886.41664993067,518700162.9242821
4930,A18192,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,22464000.0,0,0,0,0,0,0,0,0,1,0,0,260 days 00:00:00,117886.41664993067,518700162.9242821
5039,A18388,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17974800.0,0,0,0,0,0,0,0,0,1,0,0,208 days 01:00:00,117886.41664993067,518700162.9242821
5435,A19023,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17629200.0,0,0,0,0,0,0,0,0,1,0,0,204 days 01:00:00,117886.41664993067,518700162.9242821
5692,A19477,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17283600.0,0,0,0,0,0,0,0,0,1,0,0,200 days 01:00:00,117886.41664993067,518700162.9242821
5897,A19812,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,18320400.0,0,0,0,0,0,0,0,0,1,0,0,212 days 01:00:00,117886.41664993067,518700162.9242821
5976,A19943,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,22550400.0,0,0,0,0,0,0,0,0,1,0,0,261 days 00:00:00,117886.41664993067,518700162.9242821
6049,A20048,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,21168000.0,0,0,0,0,0,0,0,0,1,0,0,245 days 00:00:00,117886.41664993067,518700162.9242821
6091,A20133,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,22032000.0,0,0,0,0,0,0,0,0,1,0,0,255 days 00:00:00,117886.41664993067,518700162.9242821
6563,A20896,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,18576000.0,0,0,0,0,0,0,0,0,1,0,0,215 days 00:00:00,117886.41664993067,518700162.9242821
6891,A21435,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,20563200.0,0,0,0,0,0,0,0,0,1,0,0,238 days 00:00:00,117886.41664993067,518700162.9242821
7163,A21853,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,19958400.0,0,0,0,0,0,0,0,0,1,0,0,231 days 00:00:00,117886.41664993067,518700162.9242821
7489,A22473,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,16416000.0,0,0,0,0,0,0,0,0,1,0,0,190 days 00:00:00,117886.41664993067,518700162.9242821
7687,A22794,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,20822400.0,0,0,0,0,0,0,0,0,1,0,0,241 days 00:00:00,117886.41664993067,518700162.9242821
8027,A23372,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,19872000.0,0,0,0,0,0,0,0,0,1,0,0,230 days 00:00:00,117886.41664993067,518700162.9242821
8072,A23447,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17103600.0,0,0,0,0,0,0,0,0,1,0,0,197 days 23:00:00,117886.41664993067,518700162.9242821
12433,A30945,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,20217600.0,0,0,0,0,0,0,0,0,1,0,0,234 days 00:00:00,117886.41664993067,518700162.9242821
14807,A35116,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,19526400.0,0,0,0,0,0,0,0,0,1,0,0,226 days 00:00:00,117886.41664993067,518700162.9242821
15217,A35831,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17712000.0,0,0,0,0,0,0,0,0,1,0,0,205 days 00:00:00,117886.41664993067,518700162.9242821
15281,A35943,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,36.0,17280000.0,0,0,0,0,0,0,0,0,1,0,0,200 days 00:00:00,117886.41664993067,518700162.9242821
