,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
13604,A33031,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,93.0,0,44.0,72489600.0,1,0,0,1,0,1,0,0,1,1,0,839 days 00:00:00,517637.44511247927,1759967214.8936172
16316,A37839,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,96.6,0,77.5,79311600.0,0,0,0,1,0,1,0,0,1,1,0,917 days 23:00:00,517637.44511247927,1759967214.8936172
16620,A38549,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,96.6,0,77.5,81644400.0,0,0,0,1,0,1,0,0,1,1,0,944 days 23:00:00,517637.44511247927,1759967214.8936172
17140,A39507,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,96.6,0,77.5,75423600.0,0,0,0,1,0,1,0,0,1,1,0,872 days 23:00:00,517637.44511247927,1759967214.8936172
17211,A39623,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,96.6,0,77.5,75510000.0,0,0,0,1,0,1,0,0,1,1,0,873 days 23:00:00,517637.44511247927,1759967214.8936172
18190,A41329,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,102.0,0,77.5,74044800.0,0,1,1,1,1,1,1,0,1,1,0,857 days 00:00:00,517637.44511247927,1759967214.8936172
48612,N53903,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,102.17,0,68.77,83466000.0,0,0,0,1,0,1,0,0,1,1,0,966 days 01:00:00,517637.44511247927,1759967214.8936172
60150,N77358,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,92.0,0,71.5,74394000.0,0,1,1,1,1,1,1,0,1,1,0,861 days 01:00:00,517637.44511247927,1759967214.8936172
63200,N82880,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.35,0,71.5,77590800.0,0,0,0,1,0,1,0,0,1,1,0,898 days 01:00:00,517637.44511247927,1759967214.8936172
65419,N86663,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,157,92.0,0,71.5,97808400.0,0,1,1,1,1,1,1,0,1,1,0,1132 days 01:00:00,517637.44511247927,1759967214.8936172
69115,N94286,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,94.6,0,71.5,85712400.0,0,0,0,1,0,1,0,0,1,1,0,992 days 01:00:00,517637.44511247927,1759967214.8936172
78487,S108599,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,7,92.0,0,71.5,72316800.0,0,1,1,1,1,1,1,0,1,1,0,837 days 00:00:00,517637.44511247927,1759967214.8936172
78878,S109515,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,157,93.5,0,71.5,77155200.0,0,1,1,1,1,1,1,0,1,1,1,893 days 00:00:00,517637.44511247927,1759967214.8936172
78999,S109867,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,91.35,0,71.5,82335600.0,0,0,0,1,0,1,0,0,1,1,0,952 days 23:00:00,517637.44511247927,1759967214.8936172
