,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
321,A10495,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,148.0,149648400.0,0,1,0,1,0,1,0,0,1,1,0,1732 days 01:00:00,634349.8651613027,25564298116.83502
23871,C10944,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,80,0.0,0,250.38,122256000.0,0,0,0,1,0,1,0,0,1,1,0,1415 days 00:00:00,634349.8651613027,25564298116.83502
24307,C12747,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,143,0.0,0,250.38,136083600.0,0,0,0,1,0,1,0,0,1,1,1,1575 days 01:00:00,634349.8651613027,25564298116.83502
24308,C12748,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,125.19,136083600.0,0,0,0,1,0,1,0,0,1,1,1,1575 days 01:00:00,634349.8651613027,25564298116.83502
24842,C14072,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,41,0.0,0,131.2,143427600.0,0,0,0,1,0,1,0,0,1,1,0,1660 days 01:00:00,634349.8651613027,25564298116.83502
24880,C14161,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,7,0.0,0,131.0,113878800.0,0,0,0,1,0,1,0,0,1,1,0,1318 days 01:00:00,634349.8651613027,25564298116.83502
25023,C14515,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.0,114570000.0,0,0,0,1,0,1,0,0,1,1,0,1326 days 01:00:00,634349.8651613027,25564298116.83502
25039,C14550,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.0,113965200.0,0,0,0,1,0,1,0,0,1,1,0,1319 days 01:00:00,634349.8651613027,25564298116.83502
25071,C14616,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.0,109558800.0,0,0,0,1,0,1,0,0,1,1,0,1268 days 01:00:00,634349.8651613027,25564298116.83502
25106,C14717,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,102,0.0,0,131.0,119062800.0,0,0,0,1,0,1,0,0,1,1,0,1378 days 01:00:00,634349.8651613027,25564298116.83502
25119,C14738,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,143,0.0,0,131.0,118285200.0,0,0,0,1,0,1,0,0,1,1,0,1369 days 01:00:00,634349.8651613027,25564298116.83502
25135,C14780,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,41,0.0,0,131.0,117939600.0,0,0,0,1,0,1,0,0,1,1,0,1365 days 01:00:00,634349.8651613027,25564298116.83502
25163,C14841,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,41,0.0,0,131.0,113706000.0,0,0,0,1,0,1,0,0,1,1,0,1316 days 01:00:00,634349.8651613027,25564298116.83502
25193,C14922,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,41,0.0,0,131.0,114138000.0,0,0,0,1,0,1,0,0,1,1,0,1321 days 01:00:00,634349.8651613027,25564298116.83502
25201,C14938,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.0,106707600.0,0,0,0,1,0,1,0,0,1,1,0,1235 days 01:00:00,634349.8651613027,25564298116.83502
25210,C14951,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.0,114915600.0,0,0,0,1,0,1,0,0,1,1,0,1330 days 01:00:00,634349.8651613027,25564298116.83502
25218,C14967,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,145,0.0,0,131.0,115174800.0,0,0,0,1,0,1,0,0,1,1,0,1333 days 01:00:00,634349.8651613027,25564298116.83502
25474,C15768,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,171,0.0,0,137.55,95817600.0,0,0,0,1,0,1,0,0,1,1,0,1109 days 00:00:00,634349.8651613027,25564298116.83502
