,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
11381,A29013,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91929600.0,0,0,0,1,0,1,0,0,1,1,0,1064 days 00:00:00
11382,A29015,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91929600.0,0,0,0,1,0,1,0,0,1,1,0,1064 days 00:00:00
11385,A29019,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91929600.0,0,0,0,1,0,1,0,0,1,1,0,1064 days 00:00:00
11386,A29020,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91929600.0,0,0,0,1,0,1,0,0,1,1,0,1064 days 00:00:00
11387,A29021,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91929600.0,0,0,0,1,0,1,0,0,1,1,0,1064 days 00:00:00
11388,A29022,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91670400.0,0,0,0,1,0,1,0,0,1,1,0,1061 days 00:00:00
11392,A29027,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91670400.0,0,0,0,1,0,1,0,0,1,1,0,1061 days 00:00:00
11393,A29028,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91670400.0,0,0,0,1,0,1,0,0,1,1,0,1061 days 00:00:00
11397,A29035,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91152000.0,0,0,0,1,0,1,0,0,1,1,0,1055 days 00:00:00
11398,A29036,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,91152000.0,0,0,0,1,0,1,0,0,1,1,0,1055 days 00:00:00
11400,A29039,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,90979200.0,0,0,0,1,0,1,0,0,1,1,0,1053 days 00:00:00
11403,A29041,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,90720000.0,0,0,0,1,0,1,0,0,1,1,0,1050 days 00:00:00
11404,A29045,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,90720000.0,0,0,0,1,0,1,0,0,1,1,0,1050 days 00:00:00
11406,A29047,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,90288000.0,0,0,0,1,0,1,0,0,1,1,0,1045 days 00:00:00
11407,A29048,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,90288000.0,0,0,0,1,0,1,0,0,1,1,0,1045 days 00:00:00
11619,A29401,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,81993600.0,0,0,0,1,0,1,0,0,1,1,0,949 days 00:00:00
11620,A29403,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,77.5,81993600.0,0,0,0,1,0,1,0,0,1,1,0,949 days 00:00:00
