,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
24179,C12271,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,171,0.0,0,31.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
24194,C12332,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,172,0.0,0,31.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
24385,C12977,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,171,0.0,0,32.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
24399,C13019,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,170,0.0,0,32.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
24407,C13056,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,172,0.0,0,32.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
29749,N19813,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,31.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
29964,N21355,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,31.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
29987,N21398,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,31.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
29989,N21400,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,31.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
29992,N21405,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,31.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days,95452.97545038379,1434648535180.0615
