,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
14,A10018,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,35.0,0,44.0,17276400.0,0,0,0,1,0,1,0,0,1,1,0,199 days 23:00:00
65,A10097,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,16758000.0,0,0,0,1,0,1,0,0,1,1,0,193 days 23:00:00
85,A10125,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,157,49.0,0,74.0,17103600.0,1,1,0,1,0,1,0,0,1,1,0,197 days 23:00:00
116,A1017,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,7,32.0,0,42.5,80438400.0,1,0,0,1,0,1,0,0,1,1,0,931 days 00:00:00
290,A10456,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,16585200.0,0,0,0,1,0,1,0,0,1,1,0,191 days 23:00:00
334,A10512,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,16412400.0,0,0,0,1,0,1,0,0,1,1,0,189 days 23:00:00
358,A1055,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.25,0,71.5,17715600.0,0,0,0,1,0,1,0,0,1,1,0,205 days 01:00:00
381,A10581,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,35.0,0,44.0,13568400.0,0,0,0,1,0,1,0,0,1,1,0,157 days 01:00:00
404,A10624,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,49.0,0,74.0,16758000.0,0,0,0,1,0,1,0,0,1,1,0,193 days 23:00:00
419,A10651,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,35.0,0,44.0,17362800.0,0,0,0,1,0,1,0,0,1,1,0,200 days 23:00:00
476,A10734,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,62640000.0,1,0,0,1,0,1,0,0,1,1,0,725 days 00:00:00
520,A10798,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,35.0,0,44.0,18054000.0,1,0,0,1,0,1,0,0,1,1,0,208 days 23:00:00
549,A10839,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.0,0,74.0,62208000.0,1,0,0,1,0,1,0,0,1,1,0,720 days 00:00:00
