,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
1171,A11770,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,136.0,0,74.0,71366400.0,1,0,0,1,0,1,0,0,1,1,0,826 days 00:00:00
1491,A12292,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,136.0,0,74.0,43632000.0,1,0,0,1,0,1,0,0,1,1,0,505 days 00:00:00
2451,A13984,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,157,196.0,0,74.0,86662800.0,1,1,1,1,0,1,1,0,1,1,0,1003 days 01:00:00
2876,A14709,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,136.0,0,74.0,19270800.0,1,0,0,1,0,1,0,0,1,1,0,223 days 01:00:00
2966,A14857,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,161.0,0,148.0,41558400.0,0,0,0,1,0,1,0,0,1,1,0,481 days 00:00:00
3355,A15503,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,161.0,0,148.0,36892800.0,0,0,0,1,0,1,0,0,1,1,0,427 days 00:00:00
5635,A19334,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,136.0,0,74.0,59616000.0,1,0,0,1,0,1,0,0,1,1,0,690 days 00:00:00
6077,A20114,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,172.0,0,74.0,35686800.0,2,0,0,1,0,1,0,0,1,1,0,413 days 01:00:00
6862,A21397,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,136.0,0,74.0,34646400.0,1,0,0,1,0,1,0,0,1,1,0,401 days 00:00:00
7354,A22233,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,136.0,0,74.0,17712000.0,1,0,0,1,0,1,0,0,1,1,0,205 days 00:00:00
7620,A22688,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,136.0,0,74.0,27907200.0,1,0,0,1,0,1,0,0,1,1,0,323 days 00:00:00
8063,A23434,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,136.0,0,74.0,33868800.0,1,0,0,1,0,1,0,0,1,1,0,392 days 00:00:00
8118,A23552,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,157,174.0,0,74.0,59788800.0,0,1,1,1,0,1,1,0,1,1,0,692 days 00:00:00
9196,A25360,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,174.0,0,74.0,59619600.0,1,0,0,1,0,1,0,0,1,1,0,690 days 01:00:00
9343,A25599,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,157,136.0,0,74.0,29376000.0,1,0,0,1,0,1,0,0,1,1,0,340 days 00:00:00
9488,A25829,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,174.0,0,74.0,72313200.0,1,0,0,1,0,1,0,0,1,1,0,836 days 23:00:00
10035,A26732,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,174.0,0,74.0,73609200.0,1,0,0,1,0,1,0,0,1,1,0,851 days 23:00:00
10147,A26909,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,175.0,0,74.0,55040400.0,1,0,0,1,0,1,0,0,1,1,0,637 days 01:00:00
10193,A26985,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,157,174.0,0,74.0,62467200.0,1,0,0,1,0,1,0,0,1,1,0,723 days 00:00:00
10359,A27247,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,223.0,0,74.0,69033600.0,2,0,0,1,0,1,0,0,1,1,0,799 days 00:00:00
10368,A27266,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,175.0,0,74.0,58406400.0,1,0,0,1,0,1,0,0,1,1,0,676 days 00:00:00
10392,A27309,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,175.0,0,74.0,53744400.0,1,0,0,1,0,1,0,0,1,1,0,622 days 01:00:00
10610,A27664,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,175.0,0,74.0,74304000.0,1,0,0,1,0,1,0,0,1,1,0,860 days 00:00:00
11259,A28751,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,174.0,0,74.0,63417600.0,1,0,0,1,0,1,0,0,1,1,0,734 days 00:00:00
11608,A29384,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,136.0,0,74.0,39744000.0,1,0,0,1,0,1,0,0,1,1,0,460 days 00:00:00
12068,A30191,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,175.0,0,74.0,71452800.0,1,0,0,1,0,1,0,0,1,1,0,827 days 00:00:00
12298,A30631,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,186.2,0,74.0,54259200.0,1,0,0,1,0,1,0,0,1,1,0,628 days 00:00:00
