,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
814,A11246,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,20998800.0,0,0,0,0,0,0,0,0,1,1,0,243 days 01:00:00,306592.2037944299,3801742613.7313433
938,A11443,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,54.6,0,36.0,20739600.0,0,0,0,0,0,0,0,0,1,1,0,240 days 01:00:00,306592.2037944299,3801742613.7313433
2592,A14217,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,37065600.0,0,0,0,0,0,0,0,0,1,1,0,429 days 00:00:00,306592.2037944299,3801742613.7313433
8047,A2341,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,51.6,0,35.0,26352000.0,0,0,0,0,0,0,0,0,1,1,0,305 days 00:00:00,306592.2037944299,3801742613.7313433
8641,A244,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,51.6,0,35.0,25747200.0,0,0,0,0,0,0,0,0,1,1,0,298 days 00:00:00,306592.2037944299,3801742613.7313433
9166,A253,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,51.6,0,35.0,23328000.0,0,0,0,0,0,0,0,0,1,1,0,270 days 00:00:00,306592.2037944299,3801742613.7313433
9244,A25435,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.0,0,36.0,22208400.0,0,0,0,0,0,0,0,0,1,1,0,257 days 01:00:00,306592.2037944299,3801742613.7313433
9896,A2650,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,51.6,0,35.0,23846400.0,0,0,0,0,0,0,0,0,1,1,0,276 days 00:00:00,306592.2037944299,3801742613.7313433
10037,A26736,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.5,0,36.0,59788800.0,0,0,0,0,0,0,0,0,1,1,0,692 days 00:00:00,306592.2037944299,3801742613.7313433
10097,A26825,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.5,0,36.0,57542400.0,0,0,0,0,0,0,0,0,1,1,0,666 days 00:00:00,306592.2037944299,3801742613.7313433
10198,A26992,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.5,0,36.0,56851200.0,0,0,0,0,0,0,0,0,1,1,0,658 days 00:00:00,306592.2037944299,3801742613.7313433
15981,A37229,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,72.0,0,36.0,25916400.0,1,0,0,0,0,0,0,0,1,0,0,299 days 23:00:00,306592.2037944299,3801742613.7313433
16212,A37625,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,49.5,0,36.0,28508400.0,0,0,0,0,0,0,0,0,1,1,0,329 days 23:00:00,306592.2037944299,3801742613.7313433
21275,A540,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,51.6,0,35.0,22896000.0,0,0,0,0,0,0,0,0,1,1,0,265 days 00:00:00,306592.2037944299,3801742613.7313433
21689,A6186,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,46.0,0,35.0,21855600.0,0,0,0,0,0,0,0,0,1,1,0,252 days 23:00:00,306592.2037944299,3801742613.7313433
22359,A7176,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,46.0,0,35.0,23410800.0,0,0,0,0,0,0,0,0,1,1,0,270 days 23:00:00,306592.2037944299,3801742613.7313433
22370,A7193,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,46.0,0,35.0,35164800.0,0,0,0,0,0,0,0,0,1,1,0,407 days 00:00:00,306592.2037944299,3801742613.7313433
22644,A7712,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,47.0,0,36.0,24361200.0,0,0,0,0,0,0,0,0,1,1,0,281 days 23:00:00,306592.2037944299,3801742613.7313433
23775,C10186,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,180,44.01,0,37.56,24541200.0,1,0,0,1,0,1,0,0,1,1,0,284 days 01:00:00,306592.2037944299,3801742613.7313433
24038,C11727,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,180,48.97,0,37.56,40694400.0,0,0,0,1,0,1,0,0,1,1,0,471 days 00:00:00,306592.2037944299,3801742613.7313433
28176,N100132,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,51.6,0,35.0,27561600.0,0,0,0,0,0,0,0,0,1,1,0,319 days 00:00:00,306592.2037944299,3801742613.7313433
29092,N101984,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,51.6,0,35.0,25747200.0,0,0,0,0,0,0,0,0,1,1,0,298 days 00:00:00,306592.2037944299,3801742613.7313433
29107,N102003,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,157,46.0,0,35.0,21517200.0,0,0,0,0,0,0,0,0,1,0,0,249 days 01:00:00,306592.2037944299,3801742613.7313433
29890,N21224,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,48.97,0,37.56,21078000.0,1,0,0,1,0,1,0,0,1,1,0,243 days 23:00:00,306592.2037944299,3801742613.7313433
30150,N21978,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,31708800.0,1,0,0,1,0,1,0,0,1,1,0,367 days 00:00:00,306592.2037944299,3801742613.7313433
30234,N22111,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,26006400.0,1,0,0,1,0,1,0,0,1,1,0,301 days 00:00:00,306592.2037944299,3801742613.7313433
30372,N22417,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,22978800.0,1,0,0,1,0,1,0,0,1,1,0,265 days 23:00:00,306592.2037944299,3801742613.7313433
30403,N22461,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,25052400.0,0,0,0,1,0,1,0,0,1,1,0,289 days 23:00:00,306592.2037944299,3801742613.7313433
30473,N22584,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,48.97,0,37.56,32572800.0,0,0,0,1,0,1,0,0,1,1,0,377 days 00:00:00,306592.2037944299,3801742613.7313433
30648,N22843,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,31449600.0,1,0,0,1,0,1,0,0,1,1,0,364 days 00:00:00,306592.2037944299,3801742613.7313433
30756,N23006,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,48.97,0,37.56,25228800.0,1,0,0,1,0,1,0,0,1,1,0,292 days 00:00:00,306592.2037944299,3801742613.7313433
30789,N23063,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,25920000.0,1,0,0,1,0,1,0,0,1,1,0,300 days 00:00:00,306592.2037944299,3801742613.7313433
31247,N23793,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,7,50.47,0,37.56,24454800.0,0,1,1,1,1,1,1,0,1,1,0,283 days 01:00:00,306592.2037944299,3801742613.7313433
31553,N24318,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,25660800.0,0,0,0,1,0,1,0,0,1,1,0,297 days 00:00:00,306592.2037944299,3801742613.7313433
31554,N24319,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,30153600.0,1,0,0,1,0,1,0,0,1,1,0,349 days 00:00:00,306592.2037944299,3801742613.7313433
31852,N24766,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,49.18,0,37.56,22122000.0,0,0,0,1,0,1,0,0,1,1,0,256 days 01:00:00,306592.2037944299,3801742613.7313433
31913,N24850,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,29030400.0,1,0,0,1,0,1,0,0,1,1,0,336 days 00:00:00,306592.2037944299,3801742613.7313433
32064,N25093,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,48.97,0,37.56,29980800.0,1,0,0,1,0,1,0,0,1,1,0,347 days 00:00:00,306592.2037944299,3801742613.7313433
32304,N25449,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,21171600.0,1,0,0,1,0,1,0,0,1,1,0,245 days 01:00:00,306592.2037944299,3801742613.7313433
32338,N25496,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,48.97,0,37.56,20826000.0,1,0,0,1,0,1,0,0,1,1,0,241 days 01:00:00,306592.2037944299,3801742613.7313433
32344,N25503,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,24541200.0,1,0,0,1,0,1,0,0,1,1,0,284 days 01:00:00,306592.2037944299,3801742613.7313433
32418,N25604,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,24109200.0,1,0,0,1,0,1,0,0,1,1,0,279 days 01:00:00,306592.2037944299,3801742613.7313433
33331,N27018,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,27734400.0,1,0,0,1,0,1,0,0,1,1,0,321 days 00:00:00,306592.2037944299,3801742613.7313433
33437,N27178,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,41130000.0,1,0,0,1,0,1,0,0,1,1,0,476 days 01:00:00,306592.2037944299,3801742613.7313433
33615,N27478,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,26092800.0,1,0,0,1,0,1,0,0,1,1,0,302 days 00:00:00,306592.2037944299,3801742613.7313433
33639,N27509,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,26352000.0,1,0,0,1,0,1,0,0,1,1,0,305 days 00:00:00,306592.2037944299,3801742613.7313433
33761,N27719,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,31795200.0,1,0,0,1,0,1,0,0,1,1,0,368 days 00:00:00,306592.2037944299,3801742613.7313433
34564,N29036,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.01,0,37.56,26092800.0,1,0,0,1,0,1,0,0,1,1,0,302 days 00:00:00,306592.2037944299,3801742613.7313433
34966,N29693,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,49.43,0,37.56,21686400.0,1,0,0,1,0,1,0,0,1,1,0,251 days 00:00:00,306592.2037944299,3801742613.7313433
35393,N30328,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,7,44.27,0,37.56,30153600.0,1,0,0,1,0,1,0,0,1,1,0,349 days 00:00:00,306592.2037944299,3801742613.7313433
37654,N33965,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,44.68,0,32.8,23590800.0,0,0,0,0,0,0,0,0,1,1,0,273 days 01:00:00,306592.2037944299,3801742613.7313433
39697,N37525,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,39.51,0,32.8,32572800.0,0,0,0,0,0,0,0,0,1,1,0,377 days 00:00:00,306592.2037944299,3801742613.7313433
41296,N40212,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,42.0,0,32.0,41385600.0,0,0,0,0,0,0,0,0,1,1,0,479 days 00:00:00,306592.2037944299,3801742613.7313433
41843,N41129,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,45.25,0,32.0,108349200.0,0,0,0,0,0,0,0,0,1,1,0,1254 days 01:00:00,306592.2037944299,3801742613.7313433
42017,N41417,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,42.0,0,32.0,20566800.0,0,0,0,0,0,0,0,0,1,1,0,238 days 01:00:00,306592.2037944299,3801742613.7313433
42053,N41473,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,42.0,0,32.0,28429200.0,0,0,0,0,0,0,0,0,1,1,0,329 days 01:00:00,306592.2037944299,3801742613.7313433
42828,N42664,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,157,42.0,0,32.0,24282000.0,0,0,0,0,0,0,0,0,1,1,0,281 days 01:00:00,306592.2037944299,3801742613.7313433
