,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
23768,C10114,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,23,0.0,0,655.99,43808400.0,0,0,0,1,0,1,0,0,1,1,0,507 days 01:00:00
23769,C10130,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,20,0.0,0,262.4,45018000.0,0,0,0,1,0,1,0,0,1,1,0,521 days 01:00:00
23780,C10193,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,80,0.0,0,524.0,52707600.0,0,0,0,1,0,1,0,0,1,1,0,610 days 01:00:00
23786,C10310,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,193,0.0,0,1251.89,34038000.0,0,0,0,1,0,1,0,0,1,1,0,393 days 23:00:00
23789,C10320,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,23,0.0,0,779.5,50194800.0,0,0,0,1,0,1,0,0,1,1,0,580 days 23:00:00
23791,C10393,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,193,0.0,0,1251.89,41554800.0,0,0,0,1,0,1,0,0,1,1,0,480 days 23:00:00
23793,C10440,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,23,0.0,0,655.99,8377200.0,0,1,0,1,0,1,0,0,1,1,0,96 days 23:00:00
23794,C10441,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,23,0.0,0,655.99,8377200.0,0,1,0,1,0,1,0,0,1,1,0,96 days 23:00:00
23795,C10442,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,23,0.0,0,655.99,8377200.0,0,1,0,1,0,1,0,0,1,1,0,96 days 23:00:00
23796,C10443,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,23,0.0,0,655.99,8377200.0,0,1,0,1,0,1,0,0,1,1,0,96 days 23:00:00
23797,C10444,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,23,0.0,0,655.99,8377200.0,0,1,0,1,0,1,0,0,1,1,0,96 days 23:00:00
23798,C10445,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,23,0.0,0,655.99,8377200.0,0,1,0,1,0,1,0,0,1,1,0,96 days 23:00:00
23799,C10446,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,23,0.0,0,655.99,8377200.0,0,1,0,1,0,1,0,0,1,1,0,96 days 23:00:00
23800,C10454,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,23,0.0,0,655.99,8377200.0,0,1,0,1,0,1,0,0,1,1,0,96 days 23:00:00
23809,C10483,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,21,0.0,0,1311.0,5529600.0,0,1,0,1,0,1,0,0,1,1,0,64 days 00:00:00
23816,C10539,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,23,0.0,0,625.95,61603200.0,0,0,0,1,0,1,0,0,1,1,0,713 days 00:00:00
23817,C10540,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,23,0.0,0,625.95,57888000.0,0,0,0,1,0,1,0,0,1,1,0,670 days 00:00:00
23820,C10544,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,23,0.0,0,655.99,48560400.0,0,0,0,1,0,1,0,0,1,1,0,562 days 01:00:00
