,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
2451,A13984,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,157,196.0,0,74.0,86662800.0,1,1,1,1,0,1,1,0,1,1,0,1003 days 01:00:00,729539.4351093946,2699295865.3807783
23152,A8980,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,157,196.0,0,74.0,98064000.0,1,1,1,1,0,1,1,0,1,1,0,1135 days 00:00:00,729539.4351093946,2699295865.3807783
25818,C16949,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,172,137.55,5,137.55,102646800.0,0,0,0,1,0,1,0,0,1,1,0,1188 days 01:00:00,729539.4351093946,2699295865.3807783
26325,C18454,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,21,727.0,0,1433.5,97282800.0,1,0,0,1,0,1,0,0,1,1,0,1125 days 23:00:00,729539.4351093946,2699295865.3807783
26390,C18602,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,126,154.0,0,286.5,88646400.0,1,0,0,1,0,1,0,0,1,1,0,1026 days 00:00:00,729539.4351093946,2699295865.3807783
26404,C18626,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,20,143.0,0,286.5,93398400.0,1,0,0,1,0,1,0,0,1,1,0,1081 days 00:00:00,729539.4351093946,2699295865.3807783
78158,S107900,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,154.0,0,143.0,91407600.0,1,0,0,1,0,1,0,0,1,1,0,1057 days 23:00:00,729539.4351093946,2699295865.3807783
78408,S108460,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,158,154.0,2,143.0,92012400.0,0,0,0,1,0,1,0,0,1,1,1,1064 days 23:00:00,729539.4351093946,2699295865.3807783
78502,S108630,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,191,149.0,5,275.0,136854000.0,0,0,0,1,0,1,0,0,1,1,1,1583 days 23:00:00,729539.4351093946,2699295865.3807783
78641,S108944,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,154.0,0,143.0,85964400.0,0,0,0,1,0,1,0,0,1,1,0,994 days 23:00:00,729539.4351093946,2699295865.3807783
