,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
637,A10981,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,148179600.0,0,1,0,1,0,1,0,0,1,1,0,1715 days 01:00:00,600107.1699570605,6001071535.1460905
690,A11065,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,148870800.0,0,1,0,1,0,1,0,0,1,1,0,1723 days 01:00:00,600107.1699570605,6001071535.1460905
965,A11475,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,147574800.0,0,1,0,1,0,1,0,0,1,1,0,1708 days 01:00:00,600107.1699570605,6001071535.1460905
1040,A11587,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,147661200.0,0,1,0,1,0,1,0,0,1,1,0,1709 days 01:00:00,600107.1699570605,6001071535.1460905
1248,A11901,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,147574800.0,0,1,0,1,0,1,0,0,1,1,0,1708 days 01:00:00,600107.1699570605,6001071535.1460905
2244,A13648,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,142131600.0,0,1,0,1,0,1,0,0,1,1,0,1645 days 01:00:00,600107.1699570605,6001071535.1460905
2466,A14001,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,143600400.0,0,1,0,1,0,1,0,0,1,1,0,1662 days 01:00:00,600107.1699570605,6001071535.1460905
2556,A14156,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,142822800.0,0,1,0,1,0,1,0,0,1,1,0,1653 days 01:00:00,600107.1699570605,6001071535.1460905
2843,A14652,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,74.0,98236800.0,0,1,1,1,1,1,1,0,1,1,0,1137 days 00:00:00,600107.1699570605,6001071535.1460905
2859,A14679,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,135219600.0,0,1,0,1,0,1,0,0,1,1,0,1565 days 01:00:00,600107.1699570605,6001071535.1460905
2982,A14877,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,104112000.0,0,0,0,1,0,1,0,0,1,1,0,1205 days 00:00:00,600107.1699570605,6001071535.1460905
3324,A15460,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,105494400.0,0,0,0,1,0,1,0,0,1,1,0,1221 days 00:00:00,600107.1699570605,6001071535.1460905
3559,A15873,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,74.0,97718400.0,0,1,1,1,1,1,1,0,1,1,0,1131 days 00:00:00,600107.1699570605,6001071535.1460905
3627,A15991,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,141613200.0,0,1,0,1,0,1,0,0,1,1,0,1639 days 01:00:00,600107.1699570605,6001071535.1460905
3640,A16006,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,74.0,97286400.0,0,1,1,1,1,1,1,0,1,1,0,1126 days 00:00:00,600107.1699570605,6001071535.1460905
3794,A16236,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,101001600.0,0,0,0,1,0,1,0,0,1,1,0,1169 days 00:00:00,600107.1699570605,6001071535.1460905
3864,A16344,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,103075200.0,0,0,0,1,0,1,0,0,1,1,0,1193 days 00:00:00,600107.1699570605,6001071535.1460905
4064,A16698,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,141440400.0,0,1,0,1,0,1,0,0,1,1,0,1637 days 01:00:00,600107.1699570605,6001071535.1460905
4332,A17158,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,138934800.0,0,1,0,1,0,1,0,0,1,1,1,1608 days 01:00:00,600107.1699570605,6001071535.1460905
4455,A17354,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,140662800.0,0,1,0,1,0,1,0,0,1,1,0,1628 days 01:00:00,600107.1699570605,6001071535.1460905
