,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
277,A10435,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,35.0,0,22.0,9849600.0,0,0,0,0,0,0,0,0,1,1,0,114 days 00:00:00,43741.84740549511,10463013943.780872
368,A10561,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,35.0,0,22.0,19357200.0,0,0,0,0,0,0,0,0,1,1,0,224 days 01:00:00,43741.84740549511,10463013943.780872
444,A10685,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,5014800.0,0,0,0,0,0,0,0,0,1,0,0,58 days 01:00:00,43741.84740549511,10463013943.780872
1051,A11605,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,1987200.0,0,0,0,0,0,0,0,0,1,0,0,23 days 00:00:00,43741.84740549511,10463013943.780872
1189,A11808,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,2505600.0,0,0,0,0,0,0,0,0,1,0,0,29 days 00:00:00,43741.84740549511,10463013943.780872
1206,A11839,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,3542400.0,0,0,0,0,0,0,0,0,1,0,0,41 days 00:00:00,43741.84740549511,10463013943.780872
1763,A12764,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,35.0,0,22.0,7257600.0,0,0,0,0,0,0,0,0,1,1,0,84 days 00:00:00,43741.84740549511,10463013943.780872
1766,A12769,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,3628800.0,0,0,0,0,0,0,0,0,1,0,0,42 days 00:00:00,43741.84740549511,10463013943.780872
1790,A12825,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,5443200.0,0,0,0,0,0,0,0,0,1,0,0,63 days 00:00:00,43741.84740549511,10463013943.780872
2478,A14018,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,3456000.0,0,0,0,0,0,0,0,0,1,0,0,40 days 00:00:00,43741.84740549511,10463013943.780872
2543,A14133,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,8384400.0,0,0,0,0,0,0,0,0,1,0,0,97 days 01:00:00,43741.84740549511,10463013943.780872
3611,A15968,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,2073600.0,0,0,0,0,0,0,0,0,1,0,0,24 days 00:00:00,43741.84740549511,10463013943.780872
3901,A16398,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,3628800.0,0,0,0,0,0,0,0,0,1,0,0,42 days 00:00:00,43741.84740549511,10463013943.780872
3980,A16546,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,1987200.0,0,0,0,0,0,0,0,0,1,0,0,23 days 00:00:00,43741.84740549511,10463013943.780872
4717,A17796,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,2505600.0,0,0,0,0,0,0,0,0,1,0,0,29 days 00:00:00,43741.84740549511,10463013943.780872
5134,A18517,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,22.0,0,22.0,10364400.0,0,0,0,0,0,0,0,0,1,0,0,119 days 23:00:00,43741.84740549511,10463013943.780872
