,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time
3,A10001,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,16326000.0,0,1,0,1,0,1,0,0,1,1,0,188 days 23:00:00
4,A10004,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,64018800.0,0,0,0,1,0,1,0,0,1,1,0,740 days 23:00:00
7,A10008,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,64018800.0,0,0,0,1,0,1,0,0,1,1,0,740 days 23:00:00
10,A10010,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,64018800.0,0,0,0,1,0,1,0,0,1,1,0,740 days 23:00:00
11,A10011,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,63932400.0,0,0,0,1,0,1,0,0,1,1,0,739 days 23:00:00
13,A10015,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,63932400.0,0,0,0,1,0,1,0,0,1,1,0,739 days 23:00:00
15,A10019,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,63846000.0,0,0,0,1,0,1,0,0,1,1,0,738 days 23:00:00
17,A10021,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,63846000.0,0,0,0,1,0,1,0,0,1,1,0,738 days 23:00:00
19,A10023,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,63846000.0,0,0,0,1,0,1,0,0,1,1,0,738 days 23:00:00
21,A10025,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,74.0,63846000.0,0,0,0,1,0,1,0,0,1,1,0,738 days 23:00:00
