,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
21080,A48,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,14425200.0,0,0,0,0,0,0,0,0,1,1,0,166 days 23:00:00,153355.36618145715,812783137.4999999
21317,A5467,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,12610800.0,0,0,0,0,0,0,0,0,1,1,0,145 days 23:00:00,153355.36618145715,812783137.4999999
21609,A6068,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,12006000.0,0,0,0,0,0,0,0,0,1,1,0,138 days 23:00:00,153355.36618145715,812783137.4999999
21704,A6204,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,13647600.0,0,0,0,0,0,0,0,0,1,1,0,157 days 23:00:00,153355.36618145715,812783137.4999999
21980,A6651,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,14166000.0,0,0,0,0,0,0,0,0,1,1,0,163 days 23:00:00,153355.36618145715,812783137.4999999
22138,A6863,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,18140400.0,0,0,0,0,0,0,0,0,1,1,0,209 days 23:00:00,153355.36618145715,812783137.4999999
22241,A7009,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,20473200.0,0,0,0,0,0,0,0,0,1,1,0,236 days 23:00:00,153355.36618145715,812783137.4999999
22254,A7026,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,12351600.0,0,0,0,0,0,0,0,0,1,1,0,142 days 23:00:00,153355.36618145715,812783137.4999999
22286,A7068,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,13820400.0,0,0,0,0,0,0,0,0,1,1,0,159 days 23:00:00,153355.36618145715,812783137.4999999
22321,A7110,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,15289200.0,0,0,0,0,0,0,0,0,1,1,0,176 days 23:00:00,153355.36618145715,812783137.4999999
22417,A7262,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,32.0,0,21.0,13388400.0,0,0,0,0,0,0,0,0,1,1,0,154 days 23:00:00,153355.36618145715,812783137.4999999
25484,C15824,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,181,19.95,0,19.95,32054400.0,0,0,0,0,0,0,0,0,1,0,0,371 days 00:00:00,153355.36618145715,812783137.4999999
