,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
2644,A143,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,20908800.0,0,0,0,0,0,0,0,0,1,0,0,242 days 00:00:00,209382.8448650968,753778206.7341912
4416,A1729,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,20131200.0,0,0,0,0,0,0,0,0,1,0,0,233 days 00:00:00,209382.8448650968,753778206.7341912
22707,A7913,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,22.0,24192000.0,0,0,0,0,0,0,0,0,1,0,0,280 days 00:00:00,209382.8448650968,753778206.7341912
28340,N100435,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,20649600.0,0,0,0,0,0,0,0,0,1,0,0,239 days 00:00:00,209382.8448650968,753778206.7341912
28399,N100550,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,22032000.0,0,0,0,0,0,0,0,0,1,0,0,255 days 00:00:00,209382.8448650968,753778206.7341912
28517,N100786,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,22464000.0,0,0,0,0,0,0,0,0,1,0,0,260 days 00:00:00,209382.8448650968,753778206.7341912
31794,N24674,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,18.78,20998800.0,0,0,0,0,0,0,0,0,1,0,0,243 days 01:00:00,209382.8448650968,753778206.7341912
49870,N57117,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,19.95,20912400.0,0,0,0,0,0,0,0,0,1,0,0,242 days 01:00:00,209382.8448650968,753778206.7341912
50977,N58853,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,19.95,20480400.0,0,0,0,0,0,0,0,0,1,0,0,237 days 01:00:00,209382.8448650968,753778206.7341912
67911,N91702,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,23241600.0,0,0,0,0,0,0,0,0,1,0,0,269 days 00:00:00,209382.8448650968,753778206.7341912
71121,N97667,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,21.0,25142400.0,0,0,0,0,0,0,0,0,1,0,0,291 days 00:00:00,209382.8448650968,753778206.7341912
72819,P1501,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,7,0.0,0,24.0,24796800.0,0,1,0,0,0,0,0,0,1,1,0,287 days 00:00:00,209382.8448650968,753778206.7341912
73165,P2152,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0.0,0,24.0,21081600.0,0,0,0,0,0,0,0,0,1,0,0,244 days 00:00:00,209382.8448650968,753778206.7341912
