,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
2064,A1334,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,20217600.0,0,0,0,0,0,0,0,0,1,0,0,234 days 00:00:00,167864.21308866047,3071914658.467412
2594,A1422,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19526400.0,0,0,0,0,0,0,0,0,1,0,0,226 days 00:00:00,167864.21308866047,3071914658.467412
3009,A1492,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,20476800.0,0,0,0,0,0,0,0,0,1,0,0,237 days 00:00:00,167864.21308866047,3071914658.467412
3252,A1533,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,20131200.0,0,0,0,0,0,0,0,0,1,0,0,233 days 00:00:00,167864.21308866047,3071914658.467412
3415,A156,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,20822400.0,0,0,0,0,0,0,0,0,1,0,0,241 days 00:00:00,167864.21308866047,3071914658.467412
5097,A1847,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,20044800.0,0,0,0,0,0,0,0,0,1,0,0,232 days 00:00:00,167864.21308866047,3071914658.467412
5268,A1876,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,20476800.0,0,0,0,0,0,0,0,0,1,0,0,237 days 00:00:00,167864.21308866047,3071914658.467412
7932,A2321,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19353600.0,0,0,0,0,0,0,0,0,1,0,0,224 days 00:00:00,167864.21308866047,3071914658.467412
8066,A2344,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19267200.0,0,0,0,0,0,0,0,0,1,0,0,223 days 00:00:00,167864.21308866047,3071914658.467412
8586,A2432,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19267200.0,0,0,0,0,0,0,0,0,1,0,0,223 days 00:00:00,167864.21308866047,3071914658.467412
8695,A2449,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19008000.0,0,0,0,0,0,0,0,0,1,0,0,220 days 00:00:00,167864.21308866047,3071914658.467412
8878,A2481,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,18748800.0,0,0,0,0,0,0,0,0,1,0,0,217 days 00:00:00,167864.21308866047,3071914658.467412
10542,A2756,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19612800.0,0,0,0,0,0,0,0,0,1,0,0,227 days 00:00:00,167864.21308866047,3071914658.467412
11538,A2925,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19785600.0,0,0,0,0,0,0,0,0,1,0,0,229 days 00:00:00,167864.21308866047,3071914658.467412
11552,A2928,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19699200.0,0,0,0,0,0,0,0,0,1,0,0,228 days 00:00:00,167864.21308866047,3071914658.467412
13490,A328,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,20908800.0,0,0,0,0,0,0,0,0,1,0,0,242 days 00:00:00,167864.21308866047,3071914658.467412
15053,A3555,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,24624000.0,0,0,0,0,0,0,0,0,1,0,0,285 days 00:00:00,167864.21308866047,3071914658.467412
18513,A419,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,21600000.0,0,0,0,0,0,0,0,0,1,0,0,250 days 00:00:00,167864.21308866047,3071914658.467412
21122,A495,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,28252800.0,0,0,0,0,0,0,0,0,1,0,0,327 days 00:00:00,167864.21308866047,3071914658.467412
21292,A5438,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19177200.0,0,0,0,0,0,0,0,0,1,0,0,221 days 23:00:00,167864.21308866047,3071914658.467412
21491,A5881,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19177200.0,0,0,0,0,0,0,0,0,1,0,0,221 days 23:00:00,167864.21308866047,3071914658.467412
21574,A6021,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19436400.0,0,0,0,0,0,0,0,0,1,0,0,224 days 23:00:00,167864.21308866047,3071914658.467412
21915,A657,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,21168000.0,0,0,0,0,0,0,0,0,1,0,0,245 days 00:00:00,167864.21308866047,3071914658.467412
21986,A6659,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,157,0.0,0,35.0,159753600.0,0,1,0,0,0,0,0,0,1,1,0,1849 days 00:00:00,167864.21308866047,3071914658.467412
22045,A6739,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,18313200.0,0,0,0,0,0,0,0,0,1,0,0,211 days 23:00:00,167864.21308866047,3071914658.467412
22050,A6746,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,18226800.0,0,0,0,0,0,0,0,0,1,0,0,210 days 23:00:00,167864.21308866047,3071914658.467412
24309,C12749,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,192,0.0,0,0.0,136083600.0,0,0,0,1,0,1,0,0,1,1,1,1575 days 01:00:00,167864.21308866047,3071914658.467412
26006,C17552,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,192,0.0,0,0.0,29721600.0,0,0,1,1,0,1,1,0,1,1,0,344 days 00:00:00,167864.21308866047,3071914658.467412
26400,C18622,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,136,0.0,0,0.0,174272400.0,0,1,0,1,0,1,0,0,1,1,0,2017 days 01:00:00,167864.21308866047,3071914658.467412
26983,C20123,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,192,0.0,3,0.0,48639600.0,0,0,0,1,0,1,0,0,1,1,1,562 days 23:00:00,167864.21308866047,3071914658.467412
28168,N100121,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,24364800.0,0,0,0,0,0,0,0,0,1,0,0,282 days 00:00:00,167864.21308866047,3071914658.467412
28412,N100572,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,24105600.0,0,0,0,0,0,0,0,0,1,0,0,279 days 00:00:00,167864.21308866047,3071914658.467412
28413,N100574,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,24105600.0,0,0,0,0,0,0,0,0,1,0,0,279 days 00:00:00,167864.21308866047,3071914658.467412
28455,N100658,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,157,0.0,0,35.0,173322000.0,0,1,0,0,0,0,0,0,1,1,0,2006 days 01:00:00,167864.21308866047,3071914658.467412
28648,N101055,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,22982400.0,0,0,0,0,0,0,0,0,1,0,0,266 days 00:00:00,167864.21308866047,3071914658.467412
28696,N101126,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,20908800.0,0,0,0,0,0,0,0,0,1,0,0,242 days 00:00:00,167864.21308866047,3071914658.467412
28707,N101143,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,20649600.0,0,0,0,0,0,0,0,0,1,0,0,239 days 00:00:00,167864.21308866047,3071914658.467412
28790,N101277,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,22118400.0,0,0,0,0,0,0,0,0,1,0,0,256 days 00:00:00,167864.21308866047,3071914658.467412
28963,N101651,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,24019200.0,0,0,0,0,0,0,0,0,1,0,0,278 days 00:00:00,167864.21308866047,3071914658.467412
28967,N101657,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,24019200.0,0,0,0,0,0,0,0,0,1,0,0,278 days 00:00:00,167864.21308866047,3071914658.467412
29020,N101789,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,21945600.0,0,0,0,0,0,0,0,0,1,0,0,254 days 00:00:00,167864.21308866047,3071914658.467412
29056,N101878,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,22636800.0,0,0,0,0,0,0,0,0,1,0,0,262 days 00:00:00,167864.21308866047,3071914658.467412
29138,N102071,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,19094400.0,0,0,0,0,0,0,0,0,1,0,0,221 days 00:00:00,167864.21308866047,3071914658.467412
29290,N102337,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,21859200.0,0,0,0,0,0,0,0,0,1,0,0,253 days 00:00:00,167864.21308866047,3071914658.467412
29392,N102503,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,22809600.0,0,0,0,0,0,0,0,0,1,0,0,264 days 00:00:00,167864.21308866047,3071914658.467412
29413,N102535,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,22550400.0,0,0,0,0,0,0,0,0,1,0,0,261 days 00:00:00,167864.21308866047,3071914658.467412
29591,N102849,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,35.0,21686400.0,0,0,0,0,0,0,0,0,1,0,0,251 days 00:00:00,167864.21308866047,3071914658.467412
31632,N24426,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,31.3,18658800.0,0,0,0,0,0,0,0,0,1,0,0,215 days 23:00:00,167864.21308866047,3071914658.467412
36309,N31815,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,31.3,35424000.0,0,0,0,0,0,0,0,0,1,0,0,410 days 00:00:00,167864.21308866047,3071914658.467412
37164,N33141,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,32.8,33350400.0,0,0,0,0,0,0,0,0,1,0,0,386 days 00:00:00,167864.21308866047,3071914658.467412
38582,N35589,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,32.8,22809600.0,0,0,0,0,0,0,0,0,1,0,0,264 days 00:00:00,167864.21308866047,3071914658.467412
38960,N36208,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,32.0,22978800.0,0,0,0,0,0,0,0,0,1,0,0,265 days 23:00:00,167864.21308866047,3071914658.467412
41330,N40256,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,157,0.0,0,32.0,22550400.0,0,1,0,0,0,0,0,0,1,1,0,261 days 00:00:00,167864.21308866047,3071914658.467412
45360,N46698,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,33.6,19954800.0,0,0,0,0,0,0,0,0,1,0,0,230 days 23:00:00,167864.21308866047,3071914658.467412
45556,N47108,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,33.6,19436400.0,0,0,0,0,0,0,0,0,1,0,0,224 days 23:00:00,167864.21308866047,3071914658.467412
45566,N47124,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,33.6,19263600.0,0,0,0,0,0,0,0,0,1,0,0,222 days 23:00:00,167864.21308866047,3071914658.467412
45642,N47217,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,33.6,19868400.0,0,0,0,0,0,0,0,0,1,0,0,229 days 23:00:00,167864.21308866047,3071914658.467412
45652,N47235,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,33.6,19609200.0,0,0,0,0,0,0,0,0,1,0,0,226 days 23:00:00,167864.21308866047,3071914658.467412
45677,N47267,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,157,0.0,0,33.6,19090800.0,0,0,0,0,0,0,0,0,1,0,0,220 days 23:00:00,167864.21308866047,3071914658.467412
