,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
23842,C10823,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,158,0.0,0,62.59,4752000.0,0,1,0,0,0,0,0,0,1,1,0,55 days 00:00:00,502317.1934697596,7539829778249.262
24178,C12269,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,171,0.0,0,62.59,16246800.0,0,1,0,1,0,1,0,0,1,1,0,188 days 01:00:00,502317.1934697596,7539829778249.262
25263,C15051,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,181,0.0,0,40.95,26265600.0,0,0,0,1,0,1,0,0,1,1,0,304 days 00:00:00,502317.1934697596,7539829778249.262
25264,C15054,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,181,0.0,0,40.95,26265600.0,0,0,0,1,0,1,0,0,1,1,0,304 days 00:00:00,502317.1934697596,7539829778249.262
25430,C15562,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,181,0.0,0,40.95,26956800.0,0,0,0,1,0,1,0,0,1,1,0,312 days 00:00:00,502317.1934697596,7539829778249.262
25462,C15726,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,181,0.0,0,40.95,25660800.0,0,0,0,1,0,1,0,0,1,1,0,297 days 00:00:00,502317.1934697596,7539829778249.262
25485,C15827,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,181,0.0,0,40.95,17622000.0,0,1,0,1,0,1,0,0,1,1,0,203 days 23:00:00,502317.1934697596,7539829778249.262
25522,C15925,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,181,0.0,0,40.95,25747200.0,0,0,0,1,0,1,0,0,1,1,0,298 days 00:00:00,502317.1934697596,7539829778249.262
25532,C15971,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,180,0.0,0,40.95,27907200.0,0,0,0,1,0,1,0,0,1,1,0,323 days 00:00:00,502317.1934697596,7539829778249.262
25586,C16140,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,181,0.0,0,40.95,9586800.0,0,1,0,1,0,1,0,0,1,1,0,110 days 23:00:00,502317.1934697596,7539829778249.262
25587,C16143,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,181,0.0,0,40.95,26265600.0,0,0,0,1,0,1,0,0,1,1,0,304 days 00:00:00,502317.1934697596,7539829778249.262
26806,C19630,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,39.0,6051600.0,0,0,0,0,0,0,0,0,1,0,0,70 days 01:00:00,502317.1934697596,7539829778249.262
27705,C22029,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,180,0.0,0,39.0,6912000.0,0,0,0,0,0,0,0,0,1,0,0,80 days 00:00:00,502317.1934697596,7539829778249.262
29966,N21358,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,62.59,4921200.0,0,0,0,0,0,0,0,0,1,0,0,56 days 23:00:00,502317.1934697596,7539829778249.262
32364,N25529,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,62.59,12268800.0,0,1,0,1,0,1,0,0,1,1,0,142 days 00:00:00,502317.1934697596,7539829778249.262
32441,N25643,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,158,0.0,0,62.59,0.0,0,0,0,0,0,0,0,0,1,0,0,0 days 00:00:00,502317.1934697596,7539829778249.262
