,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,Surprisingness,Effectiveness
24473,C13215,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,180,0.0,0,65.6,114138000.0,0,0,0,1,0,1,0,0,1,1,0,1321 days 01:00:00,671303.1597193062,20676135257.546505
24767,C13896,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,180,0.0,0,65.5,115002000.0,0,0,0,1,0,1,0,0,1,1,0,1331 days 01:00:00,671303.1597193062,20676135257.546505
25012,C14490,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,65.5,114829200.0,0,0,0,1,0,1,0,0,1,1,0,1329 days 01:00:00,671303.1597193062,20676135257.546505
25065,C14599,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,180,0.0,0,65.5,119581200.0,0,0,0,1,0,1,0,0,1,1,0,1384 days 01:00:00,671303.1597193062,20676135257.546505
25075,C14626,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,180,0.0,0,65.5,117248400.0,0,0,0,1,0,1,0,0,1,1,0,1357 days 01:00:00,671303.1597193062,20676135257.546505
25077,C14646,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,180,0.0,0,65.5,114310800.0,0,0,0,1,0,1,0,0,1,1,0,1323 days 01:00:00,671303.1597193062,20676135257.546505
25082,C14660,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,180,0.0,0,65.5,117594000.0,0,0,0,1,0,1,0,0,1,1,0,1361 days 01:00:00,671303.1597193062,20676135257.546505
25096,C14691,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,171,0.0,0,65.5,115174800.0,0,0,0,1,0,1,0,0,1,1,0,1333 days 01:00:00,671303.1597193062,20676135257.546505
25103,C14712,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,180,0.0,0,65.5,116384400.0,0,0,0,1,0,1,0,0,1,1,0,1347 days 01:00:00,671303.1597193062,20676135257.546505
25133,C14777,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,180,0.0,0,65.5,116902800.0,0,0,0,1,0,1,0,0,1,1,0,1353 days 01:00:00,671303.1597193062,20676135257.546505
